level_0	index	SITEID	DESKTOP_MANUF	OTHER_DESKTOPS	LAPTOP_MANUF	OTHER_LAPTOPS	DESKTOP_VIRTUALIZATION_MANUF	WORKSTATION_MANUF	OTHER_WORKSTATIONS	SERVER_MANUF	SERVER_SERIES	OTHER_SERVERS	OS_MANUF	OS_MODEL	OTHER_OS	SERVER_VIRTUALIZATION_MANUF	NETWORK_PRINTER_MANUF	OTHER_NETWORK_PRINTERS	HIGHVOLUME_PRINTER_MANUF	COPIER_MANUF	UPS_MANUF	DAS_MANUF	NAS_MANUF	SAN_MANUF	TAPE_LIBRARY_MANUF	STORAGE_VIRTUALIZATION_MANUF	STORAGE_MGMT_SW_MANUF	PBX_MANUF	VOIP_MANUF	VOIP_HOSTING	UNIFIED_COMM_SERVICES_MANUF	LONG_DISTANCE_CARRIER	HANDSET_SMARTPHONE_MANUF	HANDSET_SMARTPHONE_OS	CELL_SERVICES_PROVIDER	PBX_MAINT_PROVIDER	MOBILITY_CONTRACT_EXPIRE	NETWORK_LINE_CARRIER	VIDEO_CONF_SERVICES_MANUF	ROUTER_MANUF	SWITCH_MANUF	VPN_MANUF	ISP_PROVIDER	NETWORK_SERVICES_PROVIDER	HOST_REMOTE	ETHERNET_TECH	VPN_CONTRACT_EXPIRE	ASSET_MGMT_SW_MANUF	ENTERPRISE_MGMT_SW_MANUF	IDACCESS_SW_MANUF	APPLICATION_SERVER_SW_MANUF	BUSINESS_INTEL_SW_MANUF	COLLABORATIVE_SW_MANUF	CRM_SW_MANUF	DOC_MGMT_SW_MANUF	APP_CONSOLIDATION_SW_MANUF	ERP_SW_MANUF	ACCOUNTING_SW_MANUF	HUMAN_RES_SW_MANUF	SUPPLY_CHAIN_SW_MANUF	WEB_PORTAL_SW_MANUF	DBMS_MANUF	DATAWAREHOUSE_SW_MANUF	SW_AS_A_SERVICE_ERP_MANUF	SW_AS_A_SERVICE_CRM_MANUF	SW_AS_A_SERVICE_STORAGE_MANUF	SW_AS_A_SERVICE_EMAIL_MANUF	SW_AS_A_SERVICE_OTHER_MANUF	EMAIL_MESSAGING_SW_MANUF	DEVELOPMENT_SW_TOOL	ANTIVIRUS_SW_MANUF	ECOMMERCE_TYPE
265389	265389	208031456																																																																						
265397	265397	208031470																																																																						
265436	265436	208031643																																																																						
265441	265441	208031673											Microsoft	Xbox			HP																							Slingbox											APACHE										WordPress							Microsoft	Dovecot			
265442	265442	208031674																																																																						
265445	265445	208031682											LINUX	Linux 2.4	Yes																									MikroTik	Cisco										APACHE																					
265454	265454	208031699											Microsoft	ASP.NET																										MikroTik																												Microsoft				
265456	265456	208031704											Microsoft	Xbox			HP																																		APACHE										WordPress	Oracle							EXIM	COMPILER		
265473	265473	208031810											LINUX	Linux 3.18	Yes														Avaya	Avaya												JUNIPER									APACHE																		EXIM			
265474	265474	208031812											Cisco	Cisco IOS			HP																							Cisco	Cisco										APACHE																	Microsoft	Dovecot	COMPILER		
265476	265476	208031816																																																																						
265477	265477	208031817											Microsoft	Xbox			HP																							Slingbox											APACHE										WordPress	Oracle							Dovecot			
265480	265480	208031824																																																																						
265485	265485	208031832											Microsoft	Xbox			HP												Avaya	Avaya										Slingbox		JUNIPER									APACHE										WordPress								Dovecot			
265487	265487	208031835																																																																						
265490	265490	208031843											LINUX	Linux 4.4	Yes									HP										Google						ASUS											APACHE																	Microsoft	EXIM	COMPILER		
265523	265523	208031943											IBM	OS2	Yes		HP																							SMC											APACHE																					
265533	265533	208031958											IBM	OS2	Yes		HP																							MikroTik											APACHE																					
265536	265536	208031971																																																	APACHE										WordPress									COMPILER		
265541	265541	208031987											Canonical	Ubuntu	Yes		HP																							SMC											APACHE								HRsmart		WordPress							Microsoft				
265563	265563	208032055											Microsoft	Xbox	Yes		HP																							SMC											APACHE																					
265567	265567	208032063											LINUX	Linux 3.4	Yes								Synology																												APACHE										WordPress	Google							EXIM	Unbounce		
265577	265577	208032084															HP																							Cisco	Cisco										APACHE										WordPress								Dovecot	COMPILER		
265581	265581	208032101																																																																						
265583	265583	208032106											Microsoft	W2008-SERVER	Yes	Adobe	HP																							NETGEAR	Cisco																											Microsoft				
265586	265586	208032110				Yes							Microsoft	WINDOWS8	Yes																																																									
265587	265587	208032114											Cisco	Cisco IOS																										Cisco	Cisco										APACHE										WordPress									Angular		
265589	265589	208032118																																																																						
265591	265591	208032125											Microsoft	W2008-SERVER	Yes																									Cisco	Cisco																															
265592	265592	208032126											Microsoft	ASP.NET	Yes		HP																							Slingbox																																
265596	265596	208032135											OpenBSD	OS													F5-NETWORKS																																													
265603	265603	208032158																																																	APACHE																	Microsoft				
265605	265605	208032168				Yes							LINUX	Linux 3.8	Yes		HP	Yes					Synology	HP					Cisco	Avaya				Google					AXIS	Cisco	Cisco	JUNIPER									Varnish Sof											Oracle							Dovecot			
265627	265627	208032230											Microsoft	Xbox	Yes																									Cisco																																
265632	265632	208032247											LINUX	Linux 2.6	Yes		LEXMARK																							ASUS											APACHE								WORKDAY		WordPress	Google						WORKDAY		COMPILER		
