level_0	index	SITEID	IT_BUDGET	HARDWARE_BUDGET	PC_BUDGET	SERVER_BUDGET	TERMINAL_BUDGET	PRINTER_BUDGET	OTHER_HARDWARE_BUDGET	STORAGE_BUDGET	COMM_BUDGET	SOFTWARE_BUDGET	SERVICES_BUDGET
344719	344719	208103423	40575	2428	1151	682	251	213	464	131	1424	6743	10668
344722	344722	208103452	1674229	89465	56167	12300	8325	7576	15901	5098	69847	356926	394518
344727	344727	208103526	15901	1028	667	0	153	146	299	62	523	2211	8904
344730	344730	208103546	7822	679	477	0	88	82	170	32	398	1886	2984
346535	346535	208000882	98554409	7017570	5063815	358853	677833	677833	1355666	239235	8042166	18165071	40460634
346540	346540	208001091	2492027	124629	76443	4095	17746	16790	34536	9555	80881	267143	347254
346547	346547	208001721	16420306	817100	475561	20175	136183	130419	266602	54762	415340	1756811	7075245
346551	346551	208002973	305785	18294	8673	5139	1888	1604	3492	991	10735	50820	80396
346553	346553	208003253	517158	29345	11420	10029	3045	2521	5566	2331	22985	138284	124331
346555	346555	208003552	264622	15832	7506	4447	1634	1388	3022	858	9290	43979	69574
346586	346586	208005051	1596137	79824	59565	2625	8009	7673	15682	1952	51804	171104	222415
346592	346592	208005225	73117	6360	4540	268	690	651	1341	211	5699	23223	19874
346654	346654	208008536	1174817	62778	38451	13649	0	3315	0	3315	49012	250457	276836
346658	346658	208008795	4510427	269849	38084	173314	19551	12016	31567	26883	158349	749607	1185866
346660	346660	208008929	94817	7484	4492	0	0	780	0	1073	5843	29858	33003
346662	346662	208009184	274194	14652	4142	7750	0	719	0	989	11439	58455	64612
346664	346664	208009289	8990716	480434	294258	104457	30975	25373	56348	25373	375082	1916713	2118586
346667	346667	208009441	2861432	171193	81161	48085	0	15009	0	9273	100457	475554	752318
346689	346689	208010617	390730	18570	10826	2758	1809	1809	3618	1369	12425	62820	199232
346697	346697	208010875	5968697	357094	169295	100301	36850	31307	68157	19342	209545	991963	1569269
346698	346698	208010954	231419	20128	12243	792	3091	2932	6023	1070	18037	73502	62902
346699	346699	208010962	1286501	111897	83472	5153	9275	8674	17949	5324	100269	408608	349683
346700	346700	208010985	158773	9499	4503	2668	980	833	1813	515	5574	26387	41744
346701	346701	208010990	4891388	235498	164287	18483	22279	20299	42578	10149	66829	1486156	850121
346702	346702	208010998	367610	21993	10427	6177	2270	1928	4198	1191	12906	61095	96651
346705	346705	208011143	640973	38348	18180	10771	3957	3362	7319	2077	22503	106526	168522
346711	346711	208011321	67278	3923	2734	119	476	476	952	119	2073	12856	22956
346713	346713	208011358	2503753	149794	71016	42074	0	13132	0	8114	87900	416109	658278
346714	346714	208011432	731501	39089	24540	5374	3637	3310	6947	2227	30517	155947	172372
346720	346720	208011637	276383	16535	7839	4644	1706	1450	3156	896	9703	45933	72666
346721	346721	208011677	34766	3024	1855	99	0	407	0	232	2710	11042	9450
346725	346725	208011732	1958028	104631	64084	22749	0	5526	0	5526	81687	417428	461393
346726	346726	208011768	317546	18998	9007	5336	1960	1666	3626	1029	11148	52774	83488
346727	346727	208011786	11783344	704971	334220	198012	0	61805	0	38185	413682	1958324	3098036
346728	346728	208011793	384633	19236	11799	632	2739	2591	5330	1475	12484	41232	53597
346730	346730	208011903	735061	43977	20849	12352	4538	3855	8393	2382	25806	122163	193260
346731	346731	208011953	1147247	61305	17331	32428	0	3010	0	4139	47862	244579	270339
346732	346732	208011961	340270	16382	11429	1286	1550	1412	2962	706	4649	103385	59139
346748	346748	208012662	78138	4434	1725	1515	460	381	841	352	3473	20893	18785
346752	346752	208012793	99913	8690	5901	475	980	940	1920	394	7787	31733	27157
346754	346754	208012798	22346	1940	1279	0	278	237	515	146	1138	5389	8526
346759	346759	208013093	673724	40307	19109	11322	0	3534	0	2183	23653	111969	177133
346770	346770	208017654	905475	51380	19995	17559	0	4413	0	4081	40243	242116	217687
346774	346774	208018057	260395	12958	7898	432	1975	1913	3888	740	6587	27860	112200
346785	346785	208018810	127032	5924	3554	1077	0	431	0	323	14640	15464	34918
346786	346786	208018852	1430716	85597	40580	24042	0	7504	0	4636	50229	237777	376159
346797	346797	208019178	903458	64331	48248	2757	0	5514	0	1838	73723	166521	370907
346823	346823	208021774	188176	11258	5337	3162	1162	987	2149	610	6606	31274	49474
346834	346834	208022327	70552	3528	2257	109	465	438	903	260	2290	7563	9831
346840	346840	208022668	597525	31930	9027	16890	0	1568	0	2156	24928	127385	140802
346847	346847	208023049	149736	8958	1264	5754	649	399	1048	892	5257	24885	39368
346856	346856	208023601	126316	6317	4714	208	0	607	0	154	4100	13541	17602
346858	346858	208023651	51333	3071	2085	123	353	334	687	177	1802	8531	13496
346861	346861	208023779	75738	4531	2148	1273	468	397	865	245	2659	12587	19913
346869	346869	208024035	36386	2872	2091	0	310	282	592	190	2242	11458	12665
346870	346870	208024044	29402	2553	1683	0	366	311	677	192	1498	7091	11218
346874	346874	208024093	53474	2929	2002	123	363	341	704	99	1686	13821	16609
346877	346877	208024211	29402	2553	1683	0	366	311	677	192	1498	7091	11218
346878	346878	208024228	607265	29449	19729	1117	3516	3433	6949	1654	22240	36873	337896
346881	346881	208024330	599667	35877	5063	23042	0	1598	0	3574	21053	99661	157662
346886	346886	208024665	159170	8506	5209	1849	548	449	997	449	6640	33933	37507
346898	346898	208025460	60391	3613	2453	144	415	393	808	208	2120	10037	15878
346916	346916	208026318	41658	2492	1182	700	257	219	476	135	1463	6923	10953
346917	346917	208026323	30868	2437	1462	0	371	254	625	349	1902	9721	10744
346920	346920	208026511	22518	1955	1289	0	281	238	519	147	1147	5431	8592
346923	346923	208026667	81213	4062	2491	133	0	547	0	311	2636	8706	11317
346926	346926	208026780	252861	15128	7172	4249	1561	1326	2887	819	8877	42024	66481
346933	346933	208026896	124237	6639	4168	913	618	562	1180	378	5183	26486	29275
346935	346935	208027026	52924	3166	1501	889	327	278	605	172	1858	8796	13915
346941	346941	208027302	148847	7146	5149	0	0	764	0	413	5184	27492	57162
346945	346945	208027382	70008	3972	1546	1358	412	341	753	316	3111	18720	16831
346948	346948	208027541	73183	6354	4189	0	912	775	1687	479	3728	17650	27922
346950	346950	208027592	53003	4610	3050	183	596	573	1169	206	4131	16834	14407
346958	346958	208027890	404234	24184	11466	6793	0	2120	0	1310	14192	67181	106280
346960	346960	208027921	29402	2553	1683	0	366	311	677	192	1498	7091	11218
346961	346961	208027925	482004	26399	18048	1112	0	3071	0	893	15197	124575	149710
346962	346962	208027938	181319	15771	11765	726	1307	1222	2529	750	14132	57589	49284
346970	346970	208028124	83131	4031	2701	153	481	470	951	226	3045	5048	46256
346972	346972	208028174	60975	3460	1346	1182	359	297	656	275	2710	16304	14659
346975	346975	208028553	28907	2510	1775	0	301	284	585	150	1473	6972	11029
346977	346977	208028689	138900	8310	5642	332	955	903	1858	478	4876	23084	36519
346982	346982	208028775	137023	9757	7040	499	942	942	1884	333	11181	25255	56253
346983	346983	208028812	306300	26641	19087	1121	0	2776	0	747	23873	97285	83255
346987	346987	208028882	50690	2458	1647	93	293	287	580	138	1856	3078	28205
346989	346989	208028943	48662	2360	1581	89	282	275	557	133	1782	2955	27077
346990	346990	208028983	250814	13403	8209	2914	864	708	1572	708	10464	53471	59102
347008	347008	208029758	60128	3007	2244	99	302	289	591	74	1952	6446	8379
347016	347016	208030214	1844	186	118	0	27	26	53	15	120	398	517
347020	347020	208030432	47350	2368	1452	78	337	319	656	182	1537	5076	6598
347030	347030	208031397	48443	2016	1504	93	167	156	323	96	1462	7755	16123
347037	347037	208031816	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
347040	347040	208031943	98802	4696	2738	697	457	457	914	346	3142	15885	50379
347045	347045	208032126	943213	56430	26753	15850	0	4947	0	3057	33114	156757	247986
347058	347058	208032411	337632	18042	11050	3923	0	953	0	953	14086	71979	79560
347066	347066	208032679	274194	14652	4142	7750	0	719	0	989	11439	58455	64612
347070	347070	208032793	109792	9549	6319	380	1235	1188	2423	428	8557	34871	29843
347071	347071	208032862	58805	3518	1668	988	363	308	671	191	2064	9773	15461
347073	347073	208032925	46417	2641	1809	0	302	302	604	229	1767	8936	28339
347077	347077	208033091	23035	1307	509	447	136	112	248	104	1024	6159	5538
347091	347091	208033827	70149	3508	2152	115	500	473	973	269	2277	7520	9775
347098	347098	208034028	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
347100	347100	208034397	240608	17026	12889	0	1748	1592	3340	796	4831	107443	61460
347103	347103	208034474	856394	74487	50582	4071	8401	8055	16456	3378	66746	272001	232776
347107	347107	208034524	252526	21964	14915	1200	2477	2375	4852	996	19682	80205	68639
347114	347114	208034878	897813	47976	13563	25377	3441	2356	5797	3239	37456	191403	211562
347116	347116	208034924	83123	4973	702	3194	360	221	581	495	2918	13815	21855
347118	347118	208034952	84165	5035	3418	201	0	547	0	289	2955	13988	22128
347122	347122	208035058	24007	2310	1664	0	265	247	512	133	2070	8435	7219
347138	347138	208035552	63785	3190	1957	105	454	430	884	245	2070	6838	8888
347141	347141	208035645	63134	3157	1937	104	450	425	875	242	2049	6768	8797
347143	347143	208035764	115949	9152	5493	0	1394	954	2348	1312	7145	36513	40359
347148	347148	208035934	35820	3110	2199	0	0	352	0	186	1825	8639	13667
347149	347149	208036052	31755	2757	1818	0	396	336	732	208	1618	7659	12116
347151	347151	208036121	231254	13835	9393	553	1590	1504	3094	795	8119	38433	60801
347152	347152	208036131	478020	25544	7221	13512	0	1254	0	1724	19942	101908	112641
347153	347153	208036148	197603	9391	5475	1395	915	915	1830	692	6284	31770	100757
347163	347163	208036823	223448	13368	9076	535	1537	1453	2990	768	7845	37136	58748
347164	347164	208036838	52032	3113	2113	124	358	338	696	179	1827	8647	13680
347165	347165	208036844	88903	7733	4743	254	1101	1042	2143	593	6929	28237	24165
347168	347168	208037002	12613	1214	872	0	145	139	284	58	1087	4432	3792
347169	347169	208037059	98101	8533	4748	536	1499	1392	2891	357	7646	31158	26665
347176	347176	208037341	33763	2665	2086	0	220	180	400	180	2081	10632	11752
347180	347180	208037529	94088	5629	2669	1581	581	494	1075	305	3303	15637	24737
347184	347184	208037700	51738	2459	1434	365	240	240	480	181	1645	8318	26381
347189	347189	208037883	119468	7148	3389	2008	0	627	0	387	4194	19855	31410
347190	347190	208037888	533665	37072	28658	2051	0	2314	0	1630	55002	153753	116957
347197	347197	208038044	52611	2631	1614	86	375	354	729	202	1708	5640	7331
347202	347202	208038196	829149	49606	23518	13933	5119	4349	9468	2687	29109	137800	217997
347205	347205	208038297	57814	3459	2348	138	398	376	774	199	2030	9608	15200
347206	347206	208038314	1766687	83965	48951	12469	8178	8178	16356	6188	56180	284041	900829
347217	347217	208038767	55060	2291	1709	105	190	178	368	109	1662	8814	18326
347222	347222	208039053	63962	5563	3444	193	891	771	1662	265	4985	20315	17385
347226	347226	208039114	98802	4696	2738	697	457	457	914	346	3142	15885	50379
347231	347231	208039224	355733	17127	11948	1344	0	1476	0	738	4860	108083	61826
347236	347236	208039441	0	0	0	0	0	0	0	0	0	0	0
347247	347247	208039985	30962	2688	1772	0	386	328	714	202	1577	7467	11813
347250	347250	208040559	33448	2640	1922	0	285	259	544	174	2061	10533	11642
347252	347252	208040571	129371	7740	3669	2174	799	679	1478	419	4542	21501	34014
347254	347254	208041013	35230	2509	1483	0	395	327	722	303	1965	11823	10630
347257	347257	208041023	56334	4447	3237	0	480	437	917	294	3472	17740	19608
347260	347260	208041338	330985	15731	9171	2336	1532	1532	3064	1159	10525	53215	168768
347261	347261	208041363	84442	5052	2395	1419	521	443	964	274	2965	14034	22201
347266	347266	208041477	155265	6460	4819	297	535	501	1036	307	4686	24854	51677
347276	347276	208041857	52701	2458	1174	757	204	179	383	145	6073	6416	14486
347279	347279	208042030	8731	586	270	17	142	130	272	27	266	1158	4243
347283	347283	208042112	49158	2360	1700	0	271	252	523	136	1712	9079	18878
347284	347284	208042219	1148960	61397	38545	8441	0	5199	0	3498	47933	244944	270743
347285	347285	208042274	35266	3062	2165	0	367	347	714	183	1797	8505	13455
347297	347297	208042575	428385	21424	13141	704	0	2886	0	1643	13904	45923	59694
347312	347312	208042957	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
347313	347313	208042975	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
347314	347314	208042989	210527	10529	7857	346	0	1012	0	257	6833	22568	29336
347322	347322	208043334	750470	65274	40408	2261	10455	9042	19497	3108	58491	238358	203985
347323	347323	208043359	386495	20653	5839	10925	1481	1014	2495	1394	16124	82396	91074
347325	347325	208043411	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
347326	347326	208043476	34476	1639	955	243	160	160	320	121	1096	5543	17579
347334	347334	208044009	102665	8913	6303	0	1067	1009	2076	534	5230	24761	39171
347337	347337	208044228	182386	9121	5595	300	1299	1229	2528	699	5920	19552	25415
347339	347339	208044259	22304	1218	848	0	151	148	299	71	920	1525	13978
347349	347349	208044708	28226	2451	1616	0	352	299	651	185	1438	6808	10769
347359	347359	208045255	33932	1582	746	473	118	113	231	132	3910	4131	9327
347362	347362	208045304	38844	2324	1102	653	240	204	444	126	1364	6456	10213
347375	347375	208046073	20381	988	662	37	118	115	233	56	746	1238	11340
347386	347386	208046581	3369052	201563	136838	8059	23170	21911	45081	11585	118278	559917	885779
347387	347387	208046633	147012	8795	4170	2470	908	771	1679	476	5161	24433	38652
347389	347389	208046724	168421	8423	6285	277	0	810	0	206	5466	18055	23469
347390	347390	208046738	49656	2971	1987	142	0	343	0	131	1743	8252	13055
347392	347392	208046823	256958	22350	12437	1403	3928	3647	7575	935	20027	81613	69844
347400	347400	208047113	144302	9688	5265	329	1873	1722	3595	499	4403	19140	70133
347406	347406	208047430	151707	8107	2292	4288	0	398	0	547	6329	32342	35748
347409	347409	208047539	144352	7000	4690	265	836	816	1652	393	5287	8765	80321
347419	347419	208047960	128516	6427	3942	211	0	866	0	493	4171	13777	17908
347431	347431	208048266	18518	1051	409	359	109	90	199	83	823	4952	4452
347435	347435	208048417	199291	11923	8094	477	1371	1296	2667	685	6997	33121	52397
347441	347441	208048805	681674	31788	15179	9789	2640	2310	4950	1870	78559	82984	187374
347442	347442	208048842	63291	5505	3063	345	967	898	1865	230	4933	20102	17203
347443	347443	208048902	65194	3244	2031	114	466	444	910	189	1649	6975	28091
347455	347455	208049250	70149	3508	2152	115	500	473	973	269	2277	7520	9775
347475	347475	208050142	60391	3613	2453	144	415	393	808	208	2120	10037	15878
347479	347479	208050451	150802	10671	8078	0	1095	998	2093	499	3028	67340	38520
347497	347497	208051827	162220	8113	6054	267	814	780	1594	198	5265	17390	22605
347499	347499	208051934	53798	4679	2604	294	822	764	1586	196	4193	17087	14623
347502	347502	208052044	70566	4222	2002	1186	436	370	806	229	2477	11728	18553
347503	347503	208052111	23522	2042	1346	0	293	249	542	154	1198	5673	8975
347505	347505	208052223	36839	3198	2262	0	383	362	745	191	1877	8885	14055
347508	347508	208052421	80492	4301	2700	591	400	364	764	245	3358	17160	18967
347514	347514	208052614	28148	2444	1611	0	351	298	649	184	1434	6789	10739
347515	347515	208052617	38220	1902	1191	67	0	260	0	111	967	4089	16468
347517	347517	208052698	629212	37644	17847	10574	3885	3300	7185	2039	22090	104572	165430
347519	347519	208052985	276383	16535	7839	4644	1706	1450	3156	896	9703	45933	72666
347524	347524	208053341	69502	3370	2258	128	0	393	0	189	2545	4220	38672
347525	347525	208053435	27848	2422	1348	152	426	395	821	101	2170	8845	7569
347527	347527	208053524	179202	10721	5083	3011	0	940	0	581	6291	29782	47115
347528	347528	208053533	115121	10013	5572	628	1760	1634	3394	419	8972	36564	31291
347533	347533	208053756	1043637	90773	61641	4961	10238	9816	20054	4116	81340	331472	283671
347535	347535	208053838	81248	7067	4799	386	797	764	1561	320	6332	25805	22084
347537	347537	208054062	84211	4211	3143	138	0	405	0	103	2733	9027	11734
347542	347542	208054312	63797	3191	1957	105	454	430	884	245	2071	6839	8890
347547	347547	208054523	176709	8837	5421	290	0	1191	0	678	5735	18943	24624
347551	347551	208054636	46375	1930	1439	89	160	150	310	92	1400	7424	15435
347555	347555	208054813	27159	2362	1326	83	456	394	850	104	2117	8626	7382
347557	347557	208055001	380386	18078	10540	2685	1761	1761	3522	1332	12096	61157	193958
347560	347560	208055313	80471	4814	679	3092	0	214	0	480	2825	13374	21157
347561	347561	208055321	24207	2102	1386	0	302	256	558	158	1233	5838	9236
347562	347562	208055330	34340	2981	1966	0	428	363	791	225	1750	8282	13102
347572	347572	208055631	650481	32531	24275	1070	3264	3127	6391	795	21112	69731	90642
347575	347575	208055703	39075282	1881295	1312424	147656	0	162158	0	81079	533869	11872285	6791268
347586	347586	208056156	96668	4654	3247	365	440	401	841	201	1321	29371	16801
347607	347607	208057149	77180	4227	2890	178	524	492	1016	143	2433	19947	23972
347611	347611	208057278	60483	4120	2941	0	0	500	0	146	2372	19443	23366
347612	347612	208057339	525404	31434	21340	1257	3613	3417	7030	1807	18446	87319	138137
347616	347616	208057577	71747	3346	2007	608	304	243	547	182	8268	8734	19721
347620	347620	208057648	32931	1970	934	553	203	173	376	107	1156	5473	8658
347625	347625	208057817	7486	591	430	0	64	58	122	39	461	2357	2606
347632	347632	208058088	56865	4946	3575	220	477	514	991	159	4432	18061	15457
347650	347650	208059438	228495	12210	3452	6459	0	599	0	824	9533	48712	53843
347653	347653	208059908	92349	4935	3023	1073	0	261	0	261	3853	19688	21761
347654	347654	208059957	35920	1787	1089	60	0	264	0	102	909	3843	15477
347663	347663	208060378	175135	10478	7113	419	1204	1139	2343	602	6149	29106	46046
347664	347664	208060387	35283	2111	1001	593	218	185	403	114	1239	5864	9276
347672	347672	208060696	63797	3191	1957	105	454	430	884	245	2071	6839	8890
347673	347673	208060706	783211	41852	25634	9100	0	2210	0	2210	32675	166971	184557
