level_0	index	SITEID	REF_TYPE	REF_ID
18493	18493	208026515	DUN	201711483
18595	18595	208105172	DUN	243655375
18634	18634	208085362	DUN	255018996
18711	18711	208453794	DUN	242513542
18718	18718	208120688	DUN	252008073
18726	18726	208106994	DUN	200573405
18851	18851	208342468	DUN	248343688
18903	18903	208452888	DUN	240988019
18949	18949	208447387	DUN	201012395
18977	18977	208131541	DUN	245861513
18978	18978	208066239	DUN	244616256
18989	18989	208116691	DUN	209582662
18990	18990	208052054	DUN	240500327
19007	19007	208103933	DUN	202143991
19051	19051	208108181	DUN	200257009
19087	19087	208132682	DUN	253915995
19157	19157	208124213	DUN	249433744
19198	19198	208828211	DUN	247867711
19240	19240	208022210	DUN	200085178
19260	19260	208080816	DUN	253572143
19262	19262	208133978	DUN	256467051
19289	19289	208090414	DUN	258354869
19340	19340	208116834	DUN	246294966
19357	19357	208068892	DUN	247412489
19365	19365	208071996	DUN	249351511
19393	19393	208101703	DUN	252864517
19424	19424	208135145	DUN	257808287
19438	19438	208108958	DUN	202096210
19489	19489	208117681	DUN	246793306
19510	19510	208067896	DUN	246371322
19535	19535	208118041	DUN	246867720
19555	19555	208112701	DUN	204258045
19619	19619	208172714	DUN	252336516
19620	19620	208060356	DUN	242269947
19627	19627	209200483	DUN	243840092
19685	19685	208010872	DUN	246499839
19709	19709	208053422	DUN	240643283
19718	19718	209058834	DUN	
19767	19767	208119890	DUN	247955557
19788	19788	208064297	DUN	243629818
19874	19874	208091412	DUN	258564244
19890	19890	208127968	DUN	243761868
19900	19900	208456666	DUN	247439354
19938	19938	208196691	DUN	202525192
19955	19955	209058937	DUN	203819615
19976	19976	208023879	DUN	200505779
20014	20014	208119356	DUN	247685662
20027	20027	208018733	DUN	244913075
20036	20036	208122571	DUN	248901431
20056	20056	208456866	DUN	247740298
20094	20094	208086745	DUN	256325416
20130	20130	208133593	DUN	255683786
20146	20146	209073880	DUN	202979811
20165	20165	208078236	DUN	252340989
20221	20221	208026780	DUN	201747131
20237	20237	208072665	DUN	249592387
20240	20240	208556702	DUN	258417737
20241	20241	208129969	DUN	244592205
20242	20242	208107952	DUN	200127706
20244	20244	208108534	DUN	201075863
20270	20270	208101363	DUN	248595527
20321	20321	208039066	DUN	205861524
20334	20334	208112182	DUN	203304381
20343	20343	208135486	DUN	258139245
20365	20365	202097686	DUN	258738566
20384	20384	208461988	DUN	258769512
20442	20442	208452817	DUN	240817205
20481	20481	208070406	DUN	248575961
20514	20514	208028983	DUN	202344243
20516	20516	208459343	DUN	252574660
20562	20562	208071981	DUN	249348525
20570	20570	208101255	DUN	250767258
20604	20604	208124845	DUN	249586199
20636	20636	208107568	DUN	200088511
20671	20671	208115607	DUN	208069729
20703	20703	208448928	DUN	203042267
20715	20715	208132472	DUN	253931471
20736	20736	208119477	DUN	247537868
20740	20740	208114826	DUN	206946910
20774	20774	208092312	DUN	258802826
20827	20827	208132372	DUN	253383645
20834	20834	208095488	DUN	205331775
20847	20847	208106104	DUN	248200128
20994	20994	208452959	DUN	241071950
21009	21009	208106350	DUN	249447491
21038	21038	208025333	DUN	201252348
21039	21039	209058717	DUN	203812560
21098	21098	208105272	DUN	243768707
21125	21125	208073262	DUN	250039906
21131	21131	208457097	DUN	248141293
21146	21146	209058375	DUN	
21157	21157	208021234	DUN	206510427
21162	21162	208128719	DUN	243923922
21164	21164	208954610	DUN	205248578
21177	21177	208104233	DUN	203024500
21209	21209	208028988	DUN	202344839
21211	21211	208072061	DUN	249360918
21234	21234	208090758	DUN	258456540
21256	21256	208045274	DUN	207926254
21272	21272	208057272	DUN	241611867
21290	21290	208096888	DUN	240855585
21373	21373	208105231	DUN	243704371
21384	21384	208115063	DUN	207335746
21389	21389	208124110	DUN	240812792
21391	21391	208414193	DUN	259131428
21421	21421	208106398	DUN	249941535
21498	21498	208092205	DUN	258775279
21507	21507	208469632	DUN	203636782
21539	21539	208112524	DUN	203300710
21556	21556	208097795	DUN	243581639
21575	21575	208025104	DUN	201232746
21641	21641	208130827	DUN	245352740
21687	21687	208133442	DUN	255026429
21714	21714	209058330	DUN	
21748	21748	209058421	DUN	203819313
21756	21756	209254836	DUN	202534731
21790	21790	208133474	DUN	254700420
21832	21832	208111313	DUN	202906400
21843	21843	208108966	DUN	202114463
21849	21849	209035739	DUN	241626683
21866	21866	208456779	DUN	247619625
21871	21871	208131759	DUN	245988188
21875	21875	208135473	DUN	258610190
21891	21891	208061571	DUN	243121477
21943	21943	208080079	DUN	253114045
21957	21957	208114135	DUN	205973241
22000	22000	208125302	DUN	241905590
22008	22008	208136928	DUN	256167433
22019	22019	208085217	DUN	254960537
22029	22029	208112758	DUN	203386172
22086	22086	208111375	DUN	202921177
22125	22125	208103742	DUN	255427031
22128	22128	208066627	DUN	245012752
22139	22139	208459741	DUN	253589691
22146	22146	208365477	DUN	247440592
22162	22162	208101047	DUN	249435694
22177	22177	208589811	DUN	202904405
22208	22208	208095317	DUN	203506352
22250	22250	208065163	DUN	243753956
22298	22298	208071159	DUN	248903676
22338	22338	208104315	DUN	203139217
22364	22364	209059279	DUN	
22428	22428	208105939	DUN	246858679
22444	22444	208069698	DUN	248120479
22448	22448	208036898	DUN	205456614
22464	22464	208130907	DUN	245195479
22487	22487	208328410	DUN	202525051
22527	22527	208043814	DUN	207035945
22545	22545	208364905	DUN	240526145
22553	22553	208042991	DUN	207124525
22573	22573	208132468	DUN	253930572
22582	22582	208054405	DUN	240783634
22585	22585	208096189	DUN	200088685
22634	22634	208088417	DUN	257526939
22682	22682	208121902	DUN	248536950
22755	22755	208461234	DUN	257544551
22767	22767	208470622	DUN	247648553
22822	22822	208819912	DUN	246723964
22861	22861	208124379	DUN	240994004
22864	22864	208068061	DUN	246494421
22871	22871	208112302	DUN	203311147
22900	22900	208070539	DUN	248611378
22931	22931	208111093	DUN	202807491
22949	22949	209250228	DUN	240586839
22954	22954	208331471	DUN	203331616
22977	22977	208116703	DUN	209612134
22980	22980	208115403	DUN	207652574
22983	22983	208009184	DUN	253070551
23002	23002	208132913	DUN	254484426
23003	23003	208117599	DUN	246305622
23013	23013	208005582	DUN	202151940
23021	23021	208063901	DUN	243556409
23032	23032	208001555	DUN	245014311
23043	23043	208116560	DUN	209788652
23078	23078	208076950	DUN	252004890
23079	23079	208019620	DUN	256844648
23097	23097	208117416	DUN	246721786
23117	23117	208118398	DUN	247112485
23147	23147	208032230	DUN	202956764
23192	23192	208044202	DUN	207366139
23215	23215	208058148	DUN	241800908
23244	23244	208072960	DUN	249761487
23263	23263	208079234	DUN	252582481
23328	23328	208467732	DUN	203566781
23363	23363	208116166	DUN	208747352
23372	23372	208458947	DUN	252236963
23399	23399	208042050	DUN	206910908
23413	23413	208095601	DUN	205657526
23429	23429	208884919	DUN	202546081
23475	23475	208024403	DUN	201026833
23546	23546	208086061	DUN	255311714
23548	23548	208025537	DUN	201264947
23595	23595	208118181	DUN	246784867
23631	23631	208098621	DUN	244253683
23639	23639	208452764	DUN	240747308
23642	23642	208136768	DUN	259855018
23690	23690	208094080	DUN	259863900
23695	23695	208138846	DUN	240552401
23731	23731	208113765	DUN	205787737
23835	23835	208043001	DUN	207124707
23868	23868	208110717	DUN	202677993
23878	23878	208027021	DUN	201825929
23928	23928	208120639	DUN	248264744
23938	23938	208126482	DUN	243115636
23953	23953	208120186	DUN	247902369
23978	23978	209112419	DUN	204492529
23986	23986	208449610	DUN	203848382
24050	24050	208102107	DUN	254572712
24068	24068	208463357	DUN	242409915
24075	24075	208064348	DUN	243641326
24077	24077	208017254	DUN	201751273
24079	24079	208112551	DUN	203302208
24097	24097	208447142	DUN	200261035
24099	24099	208112807	DUN	204592299
24110	24110	208046824	DUN	208574640
24126	24126	208112086	DUN	203090758
24142	24142	208007212	DUN	204187785
24195	24195	208466779	DUN	203573019
24204	24204	208039537	DUN	206048365
24232	24232	208118566	DUN	246971329
24239	24239	208930453	DUN	202910956
24316	24316	208112904	DUN	204846278
24355	24355	208030432	DUN	202620626
24369	24369	208135256	DUN	258376235
24381	24381	209058538	DUN	203329607
24385	24385	208052496	DUN	240537555
24397	24397	208106065	DUN	248032166
24414	24414	208130768	DUN	245263996
24438	24438	208985928	DUN	247884054
24456	24456	208005099	DUN	202221388
24466	24466	208005175	DUN	205913577
24474	24474	208024713	DUN	201070245
24493	24493	208109359	DUN	202495037
24534	24534	209153237	DUN	206980281
24540	24540	208097841	DUN	243750119
24542	24542	208034447	DUN	204164800
24562	24562	208067138	DUN	245472865
24577	24577	208132434	DUN	253626386
24589	24589	208135693	DUN	258431902
24590	24590	208455691	DUN	245659615
24595	24595	209058104	DUN	205686223
24604	24604	208109781	DUN	202233748
24645	24645	208012798	DUN	248146854
24684	24684	208135549	DUN	258339055
24687	24687	208021650	DUN	200030141
24692	24692	208454176	DUN	243484933
24706	24706	208076600	DUN	251975074
24718	24718	208567425	DUN	243201293
24733	24733	209036586	DUN	203204123
24756	24756	208456850	DUN	247719219
24808	24808	208032168	DUN	202953126
24810	24810	208103189	DUN	247374924
24868	24868	209325858	DUN	248606089
24870	24870	208078111	DUN	252337803
24895	24895	208001368	DUN	202311981
24947	24947	208039272	DUN	241046437
25021	25021	208086878	DUN	256490160
25032	25032	208114180	DUN	205826030
25035	25035	208130505	DUN	244896858
25044	25044	208118078	DUN	246769616
25170	25170	208342585	DUN	205044167
25183	25183	208466806	DUN	246801430
25193	25193	208106144	DUN	248348922
25292	25292	208061844	DUN	243203213
25386	25386	208028773	DUN	202263653
25393	25393	208086118	DUN	255374977
25397	25397	208131887	DUN	246123970
25433	25433	208130404	DUN	245095229
25460	25460	208123461	DUN	240548508
25488	25488	208452808	DUN	240808654
25508	25508	208446722	DUN	200016959
25542	25542	208124566	DUN	249591710
25567	25567	208469969	DUN	243831745
25572	25572	208121964	DUN	248562642
25586	25586	208589767	DUN	200452531
25612	25612	208105732	DUN	245252486
25624	25624	208384660	DUN	248456407
25643	25643	208466452	DUN	200262708
25653	25653	208111534	DUN	202979316
25683	25683	208265572	DUN	245701891
25777	25777	209217303	DUN	248010311
25779	25779	208125233	DUN	241807945
25786	25786	208456320	DUN	246791149
25798	25798	208459533	DUN	252986427
25817	25817	208047326	DUN	208819987
25907	25907	208135615	DUN	258882380
25909	25909	208654365	DUN	244293262
25935	25935	208452012	DUN	209737795
25954	25954	208078103	DUN	252337670
25966	25966	208005389	DUN	240859439
25989	25989	208590013	DUN	252342209
26004	26004	208069819	DUN	248143059
26040	26040	208060971	DUN	242502409
26044	26044	208567111	DUN	248482700
26049	26049	208107113	DUN	207965406
26060	26060	208124156	DUN	240835665
26155	26155	208046191	DUN	208883553
26167	26167	208448712	DUN	202906814
26169	26169	208121675	DUN	248484680
26259	26259	208821137	DUN	206076077
26286	26286	208096375	DUN	209266600
26290	26290	208134217	DUN	256324393
26295	26295	208111460	DUN	202967092
26319	26319	208082645	DUN	253928576
26331	26331	208114555	DUN	206928710
26372	26372	208350126	DUN	243633307
26391	26391	208010997	DUN	200103310
26423	26423	208654189	DUN	257375105
26440	26440	208200763	DUN	244046140
26445	26445	208024778	DUN	201089070
26457	26457	208026109	DUN	201524175
26460	26460	208097985	DUN	243875866
26490	26490	208028819	DUN	202283123
26493	26493	208456115	DUN	246460930
26522	26522	208090884	DUN	258478197
26527	26527	208069686	DUN	248118705
26560	26560	208084300	DUN	254672785
26626	26626	208105352	DUN	243856015
26650	26650	208072512	DUN	249460387
26651	26651	209412796	DUN	255016854
26667	26667	208450154	DUN	205710697
26668	26668	208567167	DUN	206178647
26714	26714	208456802	DUN	247672632
26715	26715	208121786	DUN	248517273
26723	26723	208119562	DUN	247842615
26738	26738	208028825	DUN	202287587
26740	26740	208447995	DUN	202144585
26837	26837	208049009	DUN	209716786
26889	26889	208454752	DUN	244304564
26891	26891	208095615	DUN	205679652
26900	26900	208075665	DUN	251397659
26918	26918	208110120	DUN	202659736
26926	26926	208066838	DUN	245267398
26938	26938	208024044	DUN	200579485
26951	26951	208038825	DUN	205841310
27038	27038	208466680	DUN	203570064
27058	27058	208123790	DUN	240643440
27080	27080	208121995	DUN	248581050
27087	27087	208037891	DUN	205737310
27093	27093	208451570	DUN	208607085
27106	27106	208039106	DUN	205870707
27148	27148	208858269	DUN	247900090
27252	27252	208075626	DUN	251381471
27253	27253	208339222	DUN	244299249
27291	27291	208120430	DUN	251982336
27298	27298	208112614	DUN	203798348
27309	27309	208056253	DUN	241263768
27328	27328	208103939	DUN	202222308
27342	27342	208450750	DUN	206885753
27345	27345	208084115	DUN	254658016
27413	27413	208455378	DUN	245096883
27418	27418	208122453	DUN	252237060
27447	27447	208053907	DUN	240708425
27520	27520	208115503	DUN	208021126
27612	27612	208452663	DUN	240656343
27640	27640	208101141	DUN	249709171
27670	27670	208077176	DUN	252114715
27685	27685	208113073	DUN	203631366
27718	27718	208131237	DUN	245660464
27765	27765	208125346	DUN	241925200
27769	27769	208024673	DUN	201062705
27788	27788	208118587	DUN	247253706
27802	27802	208112047	DUN	203276303
27812	27812	208116752	DUN	209667448
27821	27821	208104247	DUN	203027685
27842	27842	208189767	DUN	209274653
27867	27867	208053535	DUN	240656095
27875	27875	208127144	DUN	243271389
27890	27890	208061125	DUN	242519544
27902	27902	208076591	DUN	251974804
27932	27932	208110845	DUN	202896148
27945	27945	208111612	DUN	203127469
27976	27976	208094090	DUN	259866820
27985	27985	208135002	DUN	258051593
27993	27993	208024648	DUN	201054942
28043	28043	208011626	DUN	254676398
28045	28045	209195765	DUN	258393326
28049	28049	208011744	DUN	241070317
28054	28054	208010840	DUN	253589717
28109	28109	208078520	DUN	252405097
28157	28157	208589862	DUN	243201291
28217	28217	208120113	DUN	248035300
28340	28340	208011627	DUN	202209029
28341	28341	208034827	DUN	205108017
28357	28357	209049495	DUN	
28394	28394	208121965	DUN	248564382
28435	28435	208044064	DUN	207287934
28441	28441	208589182	DUN	208406132
28442	28442	208069238	DUN	247685423
28472	28472	208017267	DUN	201781999
28480	28480	208043140	DUN	207138665
28511	28511	208312392	DUN	246539675
28533	28533	208467733	DUN	203566336
28544	28544	208052158	DUN	240508929
28558	28558	208457752	DUN	249230681
28604	28604	208024790	DUN	201095952
28607	28607	208032836	DUN	203189670
28656	28656	208078630	DUN	252407622
28715	28715	208126261	DUN	242882371
28758	28758	208131946	DUN	246175343
28762	28762	208011786	DUN	209148514
28776	28776	208041795	DUN	206497583
28792	28792	208043613	DUN	207173704
28794	28794	208456895	DUN	247812279
28899	28899	208138774	DUN	251838710
28913	28913	208099337	DUN	245242016
28944	28944	208452809	DUN	240808803
28978	28978	208097702	DUN	243464349
28980	28980	208041302	DUN	206379872
29030	29030	208064775	DUN	243691792
29034	29034	208116232	DUN	208851410
29042	29042	208186887	DUN	209263797
29050	29050	208819777	DUN	245201723
29110	29110	208060001	DUN	242173966
29175	29175	208032744	DUN	203041004
29231	29231	208023830	DUN	200375447
29279	29279	208123097	DUN	240491279
29311	29311	208129679	DUN	244381989
29315	29315	208113202	DUN	205290385
29333	29333	209325823	DUN	257761171
29335	29335	208065778	DUN	244023735
29348	29348	208084389	DUN	254677347
29356	29356	208456324	DUN	246798656
29362	29362	209284067	DUN	203701628
29367	29367	208051738	DUN	240457965
29383	29383	208456932	DUN	247884633
29385	29385	209059170	DUN	253242200
29392	29392	208448766	DUN	202948209
29393	29393	208125763	DUN	253076426
29408	29408	208358379	DUN	247865723
29415	29415	208065812	DUN	244035598
29468	29468	208097463	DUN	242556868
29505	29505	208133378	DUN	254664352
29508	29508	208113159	DUN	204009724
29537	29537	209058732	DUN	
29539	29539	209328294	DUN	248066008
29547	29547	208087480	DUN	256892977
29570	29570	208102289	DUN	255141301
29571	29571	208057421	DUN	241638050
29582	29582	208072857	DUN	249703588
29583	29583	208894946	DUN	252974571
29588	29588	208114751	DUN	207093944
29603	29603	208126785	DUN	243128878
29660	29660	208011438	DUN	246678395
29665	29665	208107074	DUN	205141794
29672	29672	208459245	DUN	252444039
29697	29697	208454289	DUN	243626145
29709	29709	208106341	DUN	249432501
29716	29716	208821364	DUN	203762927
29723	29723	208115779	DUN	208068002
29732	29732	208568048	DUN	209092063
29745	29745	208109894	DUN	202300521
29756	29756	208451723	DUN	208978239
29769	29769	208367051	DUN	203325001
29776	29776	208060315	DUN	242267719
29796	29796	208365575	DUN	203236773
29806	29806	208133260	DUN	255258287
29843	29843	208105194	DUN	243672107
29902	29902	208087429	DUN	256880998
29911	29911	208106044	DUN	247925860
29936	29936	208469945	DUN	246562651
29955	29955	208589855	DUN	241178909
30062	30062	208112276	DUN	203308879
30085	30085	208118241	DUN	246990415
30102	30102	209151966	DUN	202539748
30125	30125	208121826	DUN	252185827
30141	30141	208025768	DUN	201372757
30182	30182	209058706	DUN	202806340
30257	30257	208568030	DUN	248342032
30260	30260	208103004	DUN	259769446
30357	30357	208838018	DUN	201173189
30400	30400	208099671	DUN	209922728
30412	30412	208043475	DUN	207164828
30435	30435	208110674	DUN	202665311
30438	30438	208070136	DUN	248356503
30462	30462	208654305	DUN	201270092
30484	30484	208134340	DUN	256671996
30487	30487	209146573	DUN	202124041
30545	30545	208078687	DUN	252430996
30565	30565	209058691	DUN	244376315
30573	30573	208064310	DUN	243631608
30593	30593	208011959	DUN	200314123
30610	30610	208011751	DUN	254966245
30633	30633	208046975	DUN	208613575
30720	30720	208556545	DUN	240798988
30731	30731	208460933	DUN	256815718
30738	30738	208340040	DUN	244946075
30749	30749	208130294	DUN	250817707
30760	30760	208654185	DUN	205933737
30782	30782	208470318	DUN	202535530
30809	30809	208135291	DUN	258453828
30830	30830	208078223	DUN	252340450
30841	30841	208450215	DUN	205773497
30914	30914	208067522	DUN	245920269
30950	30950	208317491	DUN	202545252
30963	30963	209103234	DUN	247963502
30964	30964	208131259	DUN	251072968
30968	30968	208112069	DUN	203089057
30989	30989	208127662	DUN	243546215
30997	30997	208029739	DUN	202531153
31018	31018	208032680	DUN	203009803
31028	31028	208104325	DUN	203142674
31042	31042	208109553	DUN	202532743
31072	31072	208449405	DUN	203329920
